ALIGNED_UNALIGNED_CHUNK_RATIO,ANT_REL,Adj-AbsDiffNorm,Adj-Ratio-MinMax,Adv-AbsDiffNorm,Adv-Ratio-MinMax,AlignedWordCnt_Normalized_0.600Th,AllTokens-AbsDiffNorm,AllTokens-Ratio-MinMax,DEP-NSUBJ-DOBJ-ROOT-MATCHED,DEP-NSUBJ-DOBJ-ROOT-UNMATCHED,DEP-NSUBJ-DOBJ-UNMATCHED,EQUI,GMM-weighted-score,HEAD_UNALIGN,INTERPRETABLE_CH_CW_SCORE_NORMALIZED_NO_PENALTY,LO-UNI-SYN-AVG-DEPINFO,LO-UNI-SYN-HYP-AVG-CLEAN,LO-UNI-SYN-HYP-AVG-CR-UALN-PEN-CLEAN,NMOD_UNALIGN,NOALI,Nouns-AbsDiffNorm,Nouns-Ratio-MinMax,OA-ADJ-MKAntSyn-AVG-TH0.500,OA-ADV-MKAntSyn-AVG-TH0.500,OA-NOUN-MKAntSyn-AVG-TH0.500,OA-NOUNVERB_Mult-MKAntSyn-AVG-TH0.500,OA-VERB-MKAntSyn-AVG-TH0.500,OAC2C_AWSP_FALSE-MIKOLOV-ANT_SYN-AVG-TH-0.450-0.600,OA_AWSP_FALSE-MIKOLOV_ANTSYN-AVG-TH0.450,OBJ_UNALIGN,OWA_UAP_AVGNORM_0.600_ppdbTh-0.400_UADFactor-0.400_SSIMWeight-0.000,Other-AbsDiffNorm,Other-Ratio-MinMax,PENALTY_SCORE,PPDBScore0.600_ppdbTh-0.400,RV-MIK-Pen-1.001.000.200.401.00,RV-MIKOLOV-Penalized-AVERAGE,RV_LOGISTIC_REGRESSION_SCORE_2,SENT2VEC_CDSSM_LR_SCORE,SENT2VEC_CDSSM_SCORE,SENT2VEC_DSSM_LR_SCORE,SENT2VEC_DSSM_SCORE,SKIP_THOUGHTS_LOGISTIC_REGRESSION_SCORE,UNALN_NOUN_CNT,UNALN_VERB_CNT,VectorCosineMethod-Wt0.950-simTh0.450,Verbs-AbsDiffNorm,Verbs-Ratio-MinMax,W_MTX_MIKOLOV_ANTSYN-TH0.500,Gold
1.000,0.000,0.000,0.000,0.000,0.000,0.750,0.333,0.500,0.000,0.000,0.000,0.167,0.528,1.000,0.367,0.500,0.500,0.400,0.200,0.500,0.333,0.500,0.000,0.000,0.667,0.000,0.000,0.370,0.586,0.000,0.400,1.000,0.000,0.567,0.500,0.844,0.844,0.579,0.651,0.832,0.720,0.814,0.694,1.000,2.000,0.732,0.000,1.000,0.712,3.000
1.500,0.000,0.000,0.000,0.000,0.000,0.800,0.091,0.833,0.000,0.000,0.000,0.600,0.898,0.000,0.600,0.727,0.727,0.648,1.000,0.400,0.143,0.750,0.000,0.000,0.571,0.571,1.000,0.750,0.727,0.000,0.648,0.000,1.000,0.200,0.727,0.862,0.862,0.566,0.566,0.561,0.495,0.639,0.622,3.000,0.000,0.713,0.000,1.000,0.672,3.400
0.200,0.000,0.333,0.500,0.000,0.000,0.400,0.091,0.833,0.000,0.000,0.000,0.167,0.516,1.000,0.167,0.546,0.673,0.502,1.000,0.833,0.200,0.667,0.667,0.000,0.400,0.000,0.000,0.245,0.468,0.500,0.271,0.000,0.000,0.625,0.364,0.641,0.774,0.421,0.510,0.476,0.402,0.370,0.522,2.000,3.000,0.644,0.333,0.500,0.575,2.400
0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.077,0.857,0.000,0.000,0.000,1.000,0.986,0.000,1.000,0.923,0.923,0.895,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,0.857,0.923,0.000,0.895,0.000,0.000,0.333,0.923,0.961,0.948,0.773,0.660,0.896,0.802,0.892,0.763,0.000,0.000,0.908,0.000,1.000,0.870,4.600
1.000,1.000,0.000,1.000,0.000,0.000,0.667,0.000,1.000,0.000,0.000,0.000,0.000,0.897,0.500,0.300,0.667,0.667,0.578,0.500,0.500,0.200,0.667,0.667,0.000,0.800,0.000,0.000,0.508,0.667,0.000,0.578,0.000,0.000,0.333,0.667,0.812,0.859,0.531,0.588,0.643,0.478,0.512,0.596,1.000,1.000,0.661,1.000,0.000,0.667,3.600
0.000,0.000,1.000,0.000,0.000,0.000,0.750,0.111,0.800,0.000,0.000,0.000,0.333,0.826,0.500,0.733,0.667,0.667,0.578,0.000,0.000,0.000,1.000,0.000,0.000,0.750,0.000,0.000,0.556,0.667,0.000,0.578,0.000,0.000,0.500,0.667,0.832,0.788,0.632,0.600,0.719,0.647,0.701,0.533,0.000,0.000,0.673,0.000,0.000,0.671,4.200
1.500,0.000,0.000,1.000,0.000,0.000,1.000,0.167,0.714,0.000,0.000,0.000,0.600,0.967,0.500,0.600,0.833,0.833,0.778,0.333,0.400,0.200,0.667,1.000,0.000,0.800,0.533,0.667,0.750,0.833,0.000,0.778,0.000,1.000,0.278,0.833,0.800,0.845,0.781,0.584,0.719,0.564,0.664,0.567,1.000,1.000,0.833,0.333,0.500,0.676,4.000
0.400,0.000,1.000,0.000,0.000,0.000,0.333,0.000,1.000,0.000,0.000,0.000,0.143,0.418,1.000,0.229,0.333,0.333,0.244,0.600,0.714,0.000,1.000,0.000,0.000,0.500,0.000,0.000,0.222,0.333,0.000,0.244,1.000,0.000,0.800,0.333,0.696,0.686,0.423,0.550,0.598,0.472,0.568,0.506,3.000,1.000,0.334,1.000,0.000,0.333,2.200
1.500,0.000,0.333,0.500,1.000,0.000,0.429,0.000,1.000,0.000,0.000,0.000,0.200,0.705,1.000,0.400,0.429,0.629,0.485,0.000,0.400,0.000,1.000,0.000,0.000,0.750,0.000,0.000,0.250,0.505,0.500,0.331,0.000,0.000,0.417,0.429,0.853,0.776,0.663,0.539,0.520,0.540,0.580,0.581,0.000,2.000,0.542,1.000,0.000,0.505,3.800
0.667,0.000,0.000,0.000,0.000,0.000,0.750,0.200,0.667,0.000,0.000,0.000,0.200,0.762,0.500,0.320,0.600,0.740,0.622,0.333,0.600,0.200,0.667,0.000,0.000,0.800,0.000,0.000,0.476,0.600,0.000,0.504,0.333,0.500,0.611,0.600,0.800,0.800,0.521,0.575,0.641,0.450,0.504,0.454,1.000,2.000,0.609,0.000,1.000,0.585,2.200
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.714,0.000,0.800,0.000,0.000,0.004,1.000,0.000,0.050,0.117,0.070,1.000,1.000,0.143,0.750,0.000,0.000,0.000,0.000,0.344,0.000,0.086,1.000,0.000,0.000,1.000,0.833,0.000,0.395,0.395,0.237,0.477,-0.021,0.252,0.117,0.382,7.000,3.000,0.159,0.333,0.500,0.087,0.000
0.000,1.000,0.000,0.000,0.000,0.000,0.667,0.000,1.000,0.000,0.000,0.000,0.000,0.887,0.000,0.600,0.667,0.667,0.578,0.000,0.000,0.000,1.000,0.000,0.000,0.667,0.000,0.000,0.667,0.667,0.000,0.578,0.000,0.000,0.000,0.667,0.872,0.872,0.624,0.593,0.596,0.549,0.652,0.593,0.000,0.000,0.658,0.000,0.000,0.667,1.200
0.000,1.000,0.200,0.667,0.000,0.000,1.000,0.167,0.714,0.000,0.000,0.000,0.333,0.934,0.000,0.733,0.833,0.833,0.778,0.000,0.000,0.000,1.000,0.800,0.000,1.000,1.000,1.000,0.841,0.833,0.000,0.778,1.000,0.000,0.000,0.833,0.819,0.898,0.661,0.674,0.816,0.669,0.745,0.677,0.000,0.000,0.902,0.000,1.000,0.996,2.830
2.000,0.000,1.000,0.000,0.000,0.000,0.800,0.231,0.625,0.000,0.000,0.000,0.333,0.647,0.000,0.567,0.615,0.615,0.521,0.000,0.333,0.143,0.750,0.000,0.000,0.571,0.286,0.500,0.533,0.615,0.000,0.521,1.000,0.000,0.375,0.615,0.789,0.804,0.694,0.581,0.721,0.674,0.673,0.564,0.000,2.000,0.678,0.000,1.000,0.541,4.600
0.667,0.000,0.000,0.000,0.000,0.000,0.667,0.250,0.600,0.000,0.000,0.000,0.200,0.546,0.000,0.320,0.500,0.500,0.400,1.000,0.600,0.333,0.500,0.000,0.000,0.333,0.333,1.000,0.476,0.500,0.000,0.400,0.000,0.000,0.333,0.500,0.751,0.751,0.429,0.572,0.680,0.492,0.644,0.591,3.000,0.000,0.503,0.000,1.000,0.516,2.000
0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.077,0.857,0.000,0.000,0.000,0.600,0.946,0.000,0.880,0.400,0.769,0.698,0.000,0.000,0.111,0.800,0.000,0.000,0.796,0.796,1.000,0.933,0.859,0.000,0.698,0.000,1.000,0.167,0.769,0.916,0.916,0.842,0.666,0.859,0.775,0.792,0.662,0.000,0.000,0.947,0.000,1.000,0.986,4.000
0.250,0.000,0.000,0.000,1.000,0.000,0.250,0.111,0.800,0.000,0.000,0.000,0.000,0.012,1.000,0.160,0.300,0.222,0.153,1.000,0.800,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.286,0.222,0.000,0.153,0.000,1.000,0.750,0.222,0.527,0.513,0.276,0.521,0.130,0.301,0.128,0.335,2.000,2.000,0.212,0.000,1.000,0.224,0.000
0.000,0.000,0.000,1.000,0.000,0.000,0.833,0.000,1.000,0.000,0.000,0.000,0.667,0.984,0.000,0.933,0.800,0.833,0.778,0.000,0.000,0.000,1.000,1.000,0.000,0.890,0.890,1.000,0.963,0.945,0.000,0.778,0.000,0.000,0.333,0.833,0.951,0.970,0.815,0.648,0.844,0.786,0.862,0.731,0.000,0.000,0.979,0.000,1.000,1.455,4.800
0.000,0.000,0.200,0.667,0.000,0.000,0.833,0.000,1.000,0.000,0.000,0.000,0.333,0.972,0.500,0.800,0.833,0.833,0.778,0.000,0.000,0.000,1.000,0.800,0.000,1.000,0.667,0.667,0.778,0.833,0.000,0.778,0.000,0.000,0.167,0.833,0.843,0.898,0.803,0.610,0.774,0.641,0.715,0.604,0.000,0.000,0.825,0.333,0.500,0.886,4.600
0.667,1.000,0.000,1.000,1.000,0.000,0.500,0.200,0.667,0.000,0.000,0.000,0.200,0.559,1.000,0.040,0.400,0.400,0.304,0.000,0.600,0.000,1.000,1.000,0.000,0.500,0.000,0.000,0.250,0.400,0.000,0.304,1.000,0.000,0.750,0.400,0.592,0.680,0.515,0.509,0.417,0.318,0.361,0.471,0.000,2.000,0.415,0.000,1.000,0.408,1.600
0.250,0.000,0.000,1.000,0.000,0.000,0.143,0.067,0.875,0.000,0.000,0.000,0.100,0.015,0.000,0.180,0.300,0.133,0.087,1.000,0.800,0.000,1.000,0.000,0.000,0.152,0.076,0.500,0.268,0.214,0.000,0.087,1.000,0.000,0.667,0.133,0.572,0.580,0.351,0.492,0.450,0.404,0.329,0.423,6.000,2.000,0.273,0.000,1.000,0.215,1.800
0.286,0.000,1.000,0.000,0.000,0.000,0.167,0.000,1.000,0.000,0.000,0.000,0.111,0.013,1.000,0.200,0.300,0.167,0.111,0.750,0.778,0.111,0.800,0.000,0.000,0.222,0.000,0.000,0.200,0.167,0.000,0.111,0.000,0.000,0.750,0.167,0.622,0.610,0.288,0.514,0.400,0.451,0.408,0.413,5.000,3.000,0.239,0.000,1.000,0.167,2.200
0.500,0.000,0.333,0.500,0.000,0.000,0.400,0.231,0.625,0.000,0.000,0.000,0.167,0.479,1.000,0.300,0.308,0.523,0.217,0.500,0.667,0.200,0.667,0.000,0.000,0.696,0.000,0.000,0.450,0.536,0.000,0.223,0.000,0.000,0.833,0.308,0.833,0.749,0.450,0.506,0.444,0.496,0.554,0.533,4.000,0.000,0.656,0.000,0.000,0.635,3.800
5.000,0.000,0.000,0.000,0.000,0.000,0.857,0.000,1.000,1.000,0.000,0.000,0.667,0.934,0.000,0.767,0.800,0.857,0.808,0.200,0.167,0.091,0.833,0.000,0.000,0.909,0.909,1.000,0.873,0.857,0.000,0.808,1.000,0.000,0.040,0.857,0.948,0.948,0.895,0.685,0.909,0.844,0.901,0.748,1.000,0.000,0.852,0.000,1.000,1.005,4.400
0.500,0.000,0.000,0.000,1.000,0.000,0.667,0.333,0.500,0.000,0.000,0.000,0.333,0.533,0.000,0.333,0.444,0.444,0.346,0.750,0.667,0.250,0.600,0.000,0.000,0.500,0.000,0.000,0.444,0.444,0.000,0.346,0.000,0.000,0.375,0.444,0.720,0.698,0.532,0.528,0.404,0.329,0.298,0.495,4.000,0.000,0.460,0.000,0.000,0.471,3.000
1.500,0.000,1.000,0.000,0.000,0.000,0.600,0.000,1.000,0.000,0.000,0.000,0.200,0.815,0.000,0.440,0.600,0.600,0.504,0.500,0.400,0.200,0.667,0.000,0.000,0.800,0.533,0.667,0.583,0.600,0.000,0.504,0.000,0.000,0.125,0.600,0.866,0.731,0.682,0.563,0.605,0.476,0.546,0.601,1.000,1.000,0.595,0.333,0.500,0.600,4.000
0.143,0.000,0.333,0.500,0.000,0.000,0.167,0.077,0.857,0.000,0.000,0.000,0.125,0.025,1.000,0.125,0.300,0.262,0.173,1.000,0.875,0.143,0.750,0.000,0.000,0.168,0.112,0.667,0.222,0.320,1.000,0.102,0.000,0.000,0.700,0.154,0.595,0.627,0.361,0.455,0.319,0.317,0.327,0.432,7.000,1.000,0.440,0.333,0.500,0.245,0.600
0.250,0.000,0.000,0.000,1.000,0.000,0.200,0.000,1.000,0.000,0.000,0.000,0.000,0.122,1.000,0.120,0.300,0.200,0.136,1.000,0.800,0.143,0.750,0.000,0.000,0.286,0.000,0.000,0.000,0.200,0.500,0.136,1.000,0.000,0.900,0.200,0.402,0.399,0.274,0.480,0.338,0.285,0.185,0.370,4.000,1.000,0.193,1.000,0.000,0.174,1.000
0.000,0.000,0.000,0.000,1.000,0.000,0.750,0.111,0.800,0.000,0.000,0.000,0.667,0.874,0.000,0.933,0.600,0.822,0.713,0.000,0.000,0.000,1.000,0.000,0.000,0.769,0.769,1.000,0.857,0.786,0.000,0.578,0.000,1.000,0.300,0.667,0.908,0.865,0.806,0.624,0.723,0.603,0.737,0.595,0.000,0.000,0.674,0.000,1.000,0.791,4.600
0.286,1.000,0.000,1.000,0.000,0.000,0.333,0.143,0.750,0.000,0.000,0.000,0.111,0.140,0.500,0.022,0.286,0.286,0.204,0.714,0.778,0.200,0.667,0.000,0.000,0.318,0.000,0.000,0.303,0.228,0.000,0.204,0.000,0.000,0.738,0.286,0.557,0.575,0.228,0.501,0.200,0.306,0.246,0.440,6.000,2.000,0.496,0.000,1.000,0.230,0.600
1.000,0.000,1.000,0.000,0.000,0.000,0.500,0.000,1.000,0.000,0.000,0.000,0.250,0.597,0.000,0.400,0.500,0.500,0.400,1.000,0.500,0.000,1.000,0.000,0.000,0.500,0.500,1.000,0.333,0.614,0.000,0.400,1.000,0.000,1.000,0.500,0.738,0.687,0.494,0.614,0.624,0.538,0.615,0.449,2.000,0.000,0.699,0.000,1.000,0.467,2.400
0.667,0.000,0.000,1.000,0.000,0.000,0.750,0.111,0.800,0.000,0.000,0.000,0.400,0.827,0.500,0.400,0.667,0.822,0.713,1.000,0.600,0.200,0.667,1.000,0.000,0.800,0.000,0.000,0.571,0.667,0.000,0.578,0.000,0.000,0.375,0.667,0.761,0.827,0.565,0.629,0.744,0.612,0.717,0.620,1.000,2.000,0.662,0.000,1.000,0.671,4.400
0.750,1.000,0.333,0.500,1.000,0.000,0.333,0.250,0.600,0.000,0.000,0.000,0.143,0.199,1.000,0.086,0.250,0.250,0.175,1.000,0.571,0.000,1.000,0.667,0.000,0.000,0.000,0.667,0.200,0.250,1.000,0.175,0.000,0.000,0.917,0.250,0.658,0.719,0.455,0.460,0.431,0.320,0.269,0.426,3.000,1.000,0.251,0.333,0.500,0.258,0.800
1.500,0.000,1.000,0.000,0.000,1.000,0.800,0.091,0.833,0.000,0.000,0.000,0.400,0.969,0.500,0.520,0.727,0.727,0.648,0.000,0.400,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.667,0.727,0.000,0.648,0.000,0.000,0.167,0.727,0.818,0.847,0.661,0.575,0.716,0.688,0.719,0.657,0.000,2.000,0.733,0.000,1.000,0.730,4.600
0.500,0.000,0.200,0.667,0.000,0.000,0.250,0.059,0.889,0.000,0.000,0.000,0.000,0.321,1.000,0.200,0.235,0.400,0.278,0.333,0.667,0.000,1.000,0.000,0.000,0.529,0.000,0.000,0.222,0.304,1.000,0.163,0.333,0.500,0.567,0.235,0.648,0.621,0.242,0.469,0.233,0.319,0.247,0.492,2.000,2.000,0.361,0.333,0.500,0.305,2.800
0.750,1.000,0.500,0.333,0.000,0.000,0.500,0.077,0.857,0.000,0.000,0.000,0.286,0.356,0.500,0.171,0.462,0.569,0.447,0.000,0.571,0.143,0.750,0.500,0.000,0.286,0.000,0.000,0.400,0.462,1.000,0.362,0.000,0.000,0.500,0.462,0.643,0.670,0.464,0.557,0.490,0.319,0.306,0.430,2.000,2.000,0.531,0.000,1.000,0.463,0.400
1.000,0.000,1.000,0.000,0.000,0.000,0.333,0.333,0.500,0.000,0.000,0.000,0.250,0.224,0.000,0.450,0.500,0.222,0.153,1.000,0.500,0.000,1.000,0.000,0.000,0.341,0.341,1.000,0.561,0.374,0.000,0.153,1.000,0.000,0.667,0.222,0.541,0.501,0.308,0.510,0.348,0.342,0.359,0.495,2.000,0.000,0.486,0.000,1.000,0.397,0.800
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.800,0.000,0.000,0.000,0.000,0.003,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.429,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.875,0.000,0.271,0.271,0.230,0.424,0.014,0.245,0.001,0.319,7.000,2.000,0.000,1.000,0.000,0.000,0.600
0.167,0.000,0.000,0.000,0.000,0.000,0.250,0.333,0.500,0.000,0.000,0.000,0.000,0.022,1.000,0.114,0.300,0.167,0.111,1.000,0.857,0.333,0.500,0.000,0.000,0.000,0.000,0.000,0.250,0.167,0.000,0.111,0.333,0.500,0.833,0.167,0.486,0.486,0.271,0.459,0.024,0.258,0.010,0.317,4.000,3.000,0.168,0.333,0.500,0.177,0.000
0.333,0.000,0.333,0.500,1.000,0.000,0.400,0.000,1.000,0.000,0.000,0.000,0.000,0.509,1.000,0.150,0.400,0.400,0.304,1.000,0.750,0.000,1.000,0.667,0.000,0.333,0.000,0.000,0.267,0.534,0.000,0.304,0.000,0.000,1.500,0.400,0.688,0.764,0.583,0.575,0.603,0.377,0.411,0.584,2.000,0.000,0.613,0.000,0.000,0.534,4.400
0.500,0.000,0.000,0.000,0.000,0.000,0.600,0.091,0.833,0.000,0.000,0.000,0.167,0.788,1.000,0.267,0.546,0.546,0.446,0.000,0.667,0.000,1.000,0.000,0.000,0.864,0.000,0.000,0.417,0.653,0.000,0.446,0.333,0.500,0.400,0.546,0.814,0.814,0.655,0.584,0.691,0.585,0.656,0.611,2.000,2.000,0.722,0.000,1.000,0.656,2.800
0.333,0.000,0.333,0.500,0.000,0.000,0.167,0.143,0.750,0.000,0.000,0.000,0.000,0.022,1.000,0.100,0.300,0.143,0.094,1.000,0.750,0.250,0.600,0.000,0.000,0.000,0.000,0.000,0.356,0.143,0.000,0.094,0.333,0.500,0.833,0.143,0.380,0.384,0.298,0.459,0.085,0.243,0.099,0.313,3.000,0.000,0.137,0.000,0.000,0.144,0.000
1.000,0.000,0.333,0.500,0.000,0.000,0.800,0.091,0.833,0.000,0.000,0.000,0.250,0.928,1.000,0.400,0.727,0.727,0.648,0.000,0.500,0.000,1.000,0.667,0.000,1.000,0.000,0.000,0.600,0.727,0.000,0.648,0.000,1.000,0.333,0.727,0.898,0.880,0.712,0.585,0.702,0.649,0.757,0.736,0.000,2.000,0.864,0.000,1.000,0.730,3.800
1.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,1.000,0.000,0.000,0.000,0.500,0.764,0.000,0.500,0.750,0.750,0.675,1.000,0.500,0.000,1.000,0.000,0.000,0.500,0.500,1.000,0.667,0.750,0.000,0.675,0.000,1.000,0.500,0.750,0.863,0.863,0.663,0.627,0.675,0.517,0.619,0.676,2.000,0.000,0.734,0.000,1.000,0.750,2.400
0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.997,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.959,0.959,0.913,0.647,0.868,0.882,0.930,0.773,0.000,0.000,1.000,0.000,1.000,0.907,4.800
0.167,0.000,0.000,0.000,0.000,0.000,0.250,0.111,0.800,0.000,0.000,0.000,0.000,0.137,1.000,0.086,0.300,0.378,0.260,1.000,0.857,0.250,0.600,0.000,0.000,0.380,0.000,0.000,0.167,0.338,0.000,0.153,0.000,0.000,0.833,0.222,0.653,0.653,0.418,0.519,0.448,0.429,0.458,0.473,5.000,1.000,0.524,1.000,0.000,0.458,3.400
2.000,0.000,0.000,1.000,0.000,0.000,0.750,0.111,0.800,0.000,0.000,0.000,0.333,0.824,0.500,0.533,0.667,0.667,0.578,0.000,0.333,0.200,0.667,1.000,0.000,0.800,0.000,0.000,0.667,0.667,0.000,0.578,1.000,0.000,0.750,0.667,0.635,0.728,0.464,0.646,0.880,0.595,0.712,0.548,0.000,1.000,0.675,1.000,0.000,0.641,3.400
0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.991,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.542,0.542,1.000,0.886,0.000,1.000,0.000,1.000,0.000,1.000,0.912,0.912,0.742,0.603,0.667,0.494,0.623,0.727,0.000,0.000,1.000,0.000,1.000,0.886,5.000
0.000,0.000,0.200,0.667,0.000,0.000,0.833,0.077,0.857,0.000,0.000,0.000,0.750,0.956,0.500,0.950,0.769,0.769,0.698,0.000,0.000,0.000,1.000,0.800,0.000,0.917,0.917,1.000,0.750,0.885,0.000,0.698,0.000,0.000,0.500,0.769,0.899,0.923,0.761,0.616,0.728,0.746,0.804,0.749,0.000,0.000,0.922,0.000,1.000,0.827,4.600
0.500,0.000,0.000,1.000,0.000,0.000,0.667,0.333,0.500,0.000,0.000,0.000,0.000,0.482,0.000,0.200,0.667,0.667,0.519,1.000,0.667,0.500,0.333,0.500,0.000,0.500,0.000,0.000,0.000,0.444,0.000,0.346,0.000,0.000,0.500,0.444,0.709,0.653,0.458,0.558,0.590,0.492,0.674,0.617,1.000,1.000,0.499,1.000,0.000,0.516,2.200
2.000,0.000,1.000,0.000,0.000,0.000,0.750,0.111,0.800,0.000,0.000,0.000,0.333,0.744,0.000,0.533,0.667,0.667,0.578,0.000,0.333,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.742,0.824,0.000,0.578,1.000,0.000,0.500,0.667,0.850,0.886,0.702,0.634,0.704,0.583,0.737,0.722,0.000,1.000,0.949,1.000,0.000,0.829,3.400
3.000,1.000,0.000,1.000,1.000,0.000,0.500,0.111,0.800,0.000,0.000,0.000,0.250,0.510,0.000,0.500,0.444,0.444,0.365,0.667,0.250,0.333,0.500,0.500,0.000,0.333,0.333,1.000,0.250,0.444,0.000,0.346,1.000,0.000,0.417,0.444,0.631,0.742,0.523,0.521,0.504,0.490,0.520,0.562,2.000,0.000,0.578,0.000,1.000,0.587,3.600
0.500,0.000,1.000,0.000,0.000,0.000,0.500,0.111,0.800,0.000,0.000,0.000,0.167,0.690,0.500,0.300,0.444,0.444,0.346,0.000,0.667,0.000,1.000,0.000,0.000,0.500,0.000,0.000,0.333,0.444,1.000,0.346,0.000,0.000,0.500,0.444,0.765,0.713,0.590,0.629,0.807,0.798,0.831,0.583,2.000,2.000,0.672,0.000,0.000,0.721,4.800
0.143,1.000,0.500,0.333,0.000,0.000,0.000,0.125,0.778,0.000,0.000,0.000,0.000,0.001,1.000,0.000,0.000,0.175,0.105,1.000,0.875,0.111,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,1.000,0.000,0.875,0.000,0.429,0.395,0.240,0.436,0.216,0.244,0.036,0.349,7.000,2.000,0.000,0.000,1.000,0.000,0.000
1.000,0.000,0.333,0.500,0.000,0.000,0.750,0.200,0.667,0.000,0.000,0.000,0.500,0.607,0.000,0.500,0.600,0.600,0.504,1.000,0.500,0.000,1.000,0.667,0.000,0.500,0.500,1.000,0.667,0.600,0.000,0.504,1.000,0.000,0.333,0.600,0.762,0.801,0.604,0.644,0.716,0.636,0.687,0.594,2.000,0.000,0.674,0.000,1.000,0.612,2.400
3.000,1.000,0.000,1.000,0.000,0.000,0.875,0.158,0.727,0.000,0.000,0.000,0.500,0.726,0.000,0.650,0.737,0.811,0.725,0.333,0.250,0.250,0.600,0.750,0.000,0.750,0.000,0.000,0.571,0.679,0.000,0.659,1.000,0.000,0.111,0.737,0.818,0.886,0.673,0.598,0.734,0.708,0.740,0.691,2.000,0.000,0.833,0.000,1.000,0.745,3.400
1.667,0.000,0.000,0.000,1.000,0.000,0.375,0.000,1.000,0.000,0.000,0.000,0.375,0.600,1.000,0.575,0.500,0.550,0.413,1.000,0.375,0.111,0.800,0.000,0.000,0.584,0.000,0.000,0.278,0.529,0.000,0.281,0.333,0.500,0.643,0.375,0.798,0.786,0.684,0.534,0.504,0.584,0.554,0.618,0.000,2.000,0.578,0.333,0.500,0.462,3.400
0.500,0.000,0.000,1.000,1.000,0.000,0.600,0.091,0.833,0.000,0.000,0.000,0.167,0.747,0.500,0.267,0.727,0.727,0.595,0.500,0.667,0.333,0.500,1.000,0.000,0.667,0.000,0.000,0.417,0.546,0.000,0.446,0.000,0.000,0.400,0.546,0.713,0.752,0.469,0.587,0.525,0.495,0.566,0.577,1.000,2.000,0.665,0.000,1.000,0.548,2.800
0.000,0.000,0.000,1.000,0.000,0.000,0.800,0.091,0.833,0.000,0.000,0.000,0.333,0.797,0.000,0.800,0.727,0.727,0.648,1.000,0.000,0.000,1.000,1.000,0.000,0.500,0.500,1.000,0.600,0.727,0.000,0.648,0.333,0.500,0.500,0.727,0.809,0.849,0.493,0.599,0.677,0.644,0.769,0.412,0.000,0.000,0.726,0.000,1.000,0.706,2.400
0.200,0.000,0.000,1.000,0.000,0.000,0.500,0.111,0.800,0.000,0.000,0.000,0.167,0.638,1.000,0.167,0.444,0.444,0.346,1.000,0.833,0.200,0.667,1.000,0.000,0.400,0.000,0.000,0.286,0.444,0.000,0.346,0.000,0.000,0.667,0.444,0.601,0.695,0.427,0.539,0.495,0.452,0.523,0.479,3.000,2.000,0.433,0.000,1.000,0.447,1.800
0.143,0.000,1.000,0.000,1.000,0.000,0.333,0.077,0.857,0.000,0.000,0.000,0.125,0.451,1.000,0.125,0.308,0.523,0.217,0.500,0.875,0.143,0.750,0.000,0.000,0.571,0.000,0.000,0.222,0.308,0.500,0.223,0.000,0.000,0.625,0.308,0.673,0.644,0.359,0.518,0.486,0.334,0.388,0.502,3.000,4.000,0.479,0.000,1.000,0.309,1.600
1.000,0.000,0.333,0.500,0.000,0.000,0.714,0.000,1.000,0.000,0.000,0.000,0.250,0.902,1.000,0.400,0.714,0.714,0.633,0.000,0.500,0.000,1.000,0.667,0.000,1.000,0.000,0.000,0.531,0.714,0.000,0.633,0.333,0.500,0.200,0.714,0.868,0.875,0.733,0.596,0.696,0.659,0.738,0.633,0.000,2.000,0.712,0.000,1.000,0.714,4.600
0.250,0.000,0.000,0.000,0.000,0.000,0.333,0.000,1.000,0.000,0.000,0.000,0.200,0.416,1.000,0.200,0.300,0.333,0.244,1.000,0.800,0.000,1.000,0.000,0.000,0.500,0.000,0.000,0.333,0.333,0.000,0.244,0.000,0.000,0.667,0.333,0.562,0.562,0.467,0.584,0.545,0.421,0.419,0.473,2.000,2.000,0.322,0.000,1.000,0.333,0.800
